scenario,q2_frozen_profit_yuan,q3_final_profit_yuan
1535,69686222.7367842,69587595.9278057
1536,68546788.5845735,68471475.1663328
1537,71021935.931586,70923447.2921484
1538,71008285.1067698,70921746.6106939
1539,69705069.9476536,69620345.3138929
1540,70375086.7029174,70306478.6087995
1541,67923193.8851649,67836416.1551321
1542,68405285.7045731,68324872.6106813
1543,70384905.2337892,70297797.5967533
1544,70603381.2185308,70562867.9585944
1545,68163035.4437434,68026248.3657586
1546,71046356.9557356,70978783.6852131
1547,67401888.150655,67286920.9574296
1548,68851129.5187196,68794276.8921124
1549,70927724.4341906,70801894.1642132
1550,71263213.3035833,71224318.4800329
1551,68275963.4695159,68198136.495509
1552,70777566.4809729,70690946.1483735
1553,71070624.654192,71027864.4170779
1554,71368058.893706,71350908.4414542
1555,70207057.22533,70158270.2544657
1556,69608235.4273705,69577410.1580478
1557,67445892.0214206,67430184.3107402
1558,69794302.5039265,69691253.8492813
1559,71053947.9901765,71013661.3703298
1560,70579340.8158834,70512421.5999592
1561,68515087.4503015,68426752.0465064
1562,69720841.5164678,69639274.2292184
1563,69502362.4711077,69405946.4272494
1564,70878180.034064,70816526.6034224
1565,70450270.9068709,70359776.9679089
1566,69164226.7650703,69053257.2320179
1567,68675313.1862351,68616659.2646975
1568,70067221.558659,69965976.9382677
1569,69152902.9663378,69081975.5621634
1570,70389309.6452872,70342063.760411
1571,69141864.9235522,69051359.0555111
1572,71034536.1116844,70939880.2000894
1573,73136693.8167661,73057967.9531591
1574,69399953.766863,69321457.9586554
1575,70773637.1503006,70716223.525525
1576,68578296.1378306,68449636.4686467
1577,68276546.1209725,68222872.3359488
1578,67975241.7957546,67904101.0172264
1579,69473377.5900292,69414649.0764123
1580,68716732.0957917,68681402.00319
1581,67971480.2875731,67902667.4007897
1582,69910188.8152251,69843340.2564587
1583,69648833.0189283,69586648.1520331
1584,71240563.9309308,71180477.1585809
1585,70218360.0825634,70150957.9164458
1586,70674360.8103781,70586289.5895539
1587,68447300.8860745,68384178.2441662
1588,69437364.7910413,69369525.2021967
1589,67055260.5877743,66982731.2089854
1590,69399236.1864697,69319695.0723284
1591,67948050.2657326,67843008.7328821
1592,72398319.2915474,72324061.2536461
1593,67581746.0884939,67500237.7134041
1594,70742518.3840671,70688131.8442811
1595,69032413.2633986,68963179.6808884
1596,68450774.3728311,68408060.0445633
1597,70025251.8817329,69955279.5381589
1598,69792823.4091924,69722617.4999637
1599,67710799.0018989,67622665.1821816
1600,68437918.5272505,68342149.4178275
1601,68008996.7801195,67959224.0138901
1602,70854427.5607274,70806540.5408836
1603,70425319.2029652,70355610.0765296
1604,69615594.3926628,69532944.7719748
1605,70932558.9382361,70873254.2314757
1606,69860743.2488656,69759580.0093967
1607,69064085.7116286,68962497.2976121
1608,69214212.7685797,69105131.16359
1609,71303659.7308528,71231907.0952945
1610,70880585.5325978,70770419.9535823
1611,68938931.954926,68915668.7109736
1612,72249539.9074486,72145417.0105544
1613,69766352.2064304,69697797.9687933
1614,70637713.186903,70579491.5604055
1615,69502852.4156087,69421138.6758086
1616,69793724.3045198,69704861.3888445
1617,70637680.2634199,70531942.7843007
1618,70412006.648189,70337694.0946695
1619,69319845.1397956,69227768.2553213
1620,68342968.3385575,68222618.5143442
1621,71561877.3717128,71460722.2337494
1622,68144851.0390865,68090622.6333852
1623,69117885.8087127,69038896.0725408
1624,69559991.9863528,69474166.9802224
1625,69247135.27694,69150481.8716327
1626,70388331.9809998,70318710.7822565
1627,70387743.7266621,70340092.3356944
1628,70260555.1234123,70166068.0302984
1629,68272878.2351606,68196768.5199747
1630,69810367.1296182,69711965.888582
1631,70454098.114928,70400079.2480782
1632,68210740.974539,68116854.9363088
1633,70029041.8424308,69936771.2744824
1634,69644664.7964727,69584279.0190697
1635,72038252.7004801,71990554.5347349
1636,69567734.6074957,69480389.2519233
1637,69896905.1659646,69838836.378758
1638,68603163.0231063,68548552.3798613
1639,70150344.7385524,70072455.3693763
1640,70150619.2089522,70104887.3232489
1641,69817264.5192926,69734221.7130423
1642,68348492.223493,68261960.359532
1643,69350432.0122228,69311778.8792356
1644,69906892.5392416,69853139.4181327
1645,71208793.5727175,71122179.8385312
1646,71499524.7792079,71445593.4883813
1647,70461769.408183,70375715.0874002
1648,68659991.7426837,68568310.123384
1649,70295953.2895054,70233780.815414
1650,69789481.4199464,69732566.0764119
1651,70003605.1365313,69907423.5074068
1652,70499351.8510503,70437332.5162498
1653,68801701.4818493,68734441.7980081
1654,69295300.0653927,69228452.3255403
1655,68256105.923637,68202874.7951341
1656,70031377.2607412,69969147.7611862
1657,69110839.1896214,69053313.007959
1658,70505773.7935235,70437816.0768035
1659,67986180.8362598,67897526.6167807
1660,68443358.3494272,68410174.9904869
1661,70087458.5680143,69994569.5150376
1662,69733114.4058301,69654922.1855155
1663,70484303.6784787,70402096.2709344
1664,68946425.9474299,68868490.3353949
1665,67293551.614935,67219216.3636739
1666,71503819.939351,71439528.7447515
1667,68835663.9747576,68771573.5563869
1668,70908948.9512266,70776034.2825638
1669,71998515.3836867,71923257.3227255
1670,70406643.5084469,70355004.7651226
1671,68740384.9708022,68634463.7268414
1672,70297864.2581004,70187100.7388168
1673,68358931.7732287,68289453.6788445
1674,68270688.4151909,68177092.197977
1675,68086111.6294002,67985266.1073911
1676,68900847.8999663,68846651.8199105
1677,70009334.1469925,69949604.1506533
1678,72728235.4211862,72659556.10433
1679,69469919.781677,69414774.1335654
1680,68762003.9808819,68709637.1778675
1681,69912898.4090477,69803550.7299218
1682,70533734.6826812,70440724.9937589
1683,69349516.7075584,69270067.9724179
1684,69636118.844566,69595061.0243147
1685,68307488.0745189,68246846.5522662
1686,68341740.2921467,68276404.2438222
1687,67240919.9591132,67187787.8616742
1688,68754482.2656617,68728208.2997836
1689,69877518.1351095,69824974.0766584
1690,70497717.3376615,70429317.0980878
1691,69708462.0713347,69653837.618948
1692,70371448.4532569,70305447.893507
1693,71723312.6587387,71669977.3428411
1694,68802608.7524088,68738338.5286173
1695,72019885.5719852,71940784.2207336
1696,69796001.6850354,69765585.8021046
1697,68758509.8563057,68654462.3941376
1698,70393492.7701827,70305221.6525939
1699,71762512.1681763,71674824.9027633
1700,69414659.4287283,69286014.6371282
1701,69964665.8814342,69872120.4042489
1702,71381598.111173,71288865.86404
1703,71461794.4746619,71451011.189154
1704,70075699.3800773,70009086.0307443
1705,71180600.5987063,71108587.4174499
1706,70180515.1710301,70090023.4281735
1707,71808149.0007027,71777338.2004494
1708,69537281.2045429,69509403.7914844
1709,70797925.5910401,70700896.7746512
1710,68753071.359732,68688275.2712112
1711,70553158.580832,70430135.7613367
1712,71469009.737007,71391010.9206916
1713,68389534.1219477,68329450.4727003
1714,69271848.6770038,69199543.6579946
1715,69114021.4058279,69042013.9667591
1716,70144002.0700547,70098655.6339629
1717,69570275.0468451,69505298.3219489
1718,71724782.6705899,71645859.773973
1719,69265973.3955452,69162814.3191237
1720,70631626.8215304,70586280.4710682
1721,70782567.4475608,70656679.7438259
1722,69577104.4052363,69492625.7643644
1723,71921061.3577933,71834054.1621965
1724,69947158.5524977,69873204.2770797
1725,69528396.9094873,69461890.1268068
1726,71007975.0832964,70941021.0304399
1727,69066818.7472807,68987144.3867069
1728,68544634.8274284,68497153.6659086
1729,70409603.1334702,70340055.9682656
1730,69228810.0579092,69155727.8717269
1731,70850861.9724874,70786959.2704948
1732,70707747.5097008,70644744.2442922
1733,70252994.8097097,70162837.8975502
1734,68570725.1785044,68484397.3166837
1735,68327156.1722256,68259300.0561143
1736,71232590.6750199,71131049.4464659
1737,70328430.2969186,70299473.6642343
1738,71093145.4283836,71060214.2728946
1739,71074196.4801216,71022289.937873
1740,70996646.7668637,70907188.3399075
1741,69366959.3960907,69274052.620905
1742,69965031.8091035,69877478.4288067
1743,72463359.6681888,72411637.4245256
1744,70792524.6157509,70657557.1731956
1745,68801249.787998,68720864.3171775
1746,69867028.8239991,69803852.5016161
1747,70962778.8297572,70915421.7559425
1748,70057546.8441675,69958121.9503933
1749,68868402.1218909,68771730.2576186
1750,70393749.9310715,70343725.2836349
1751,70812293.9944163,70746705.5125011
1752,68943968.0407253,68869584.9954603
1753,69767104.2815475,69694988.140672
1754,67953654.9081532,67846770.247616
1755,70255004.1016322,70161452.179334
1756,70033994.4878902,69970925.6940515
1757,69744794.5979402,69691771.1555599
1758,70050608.6964167,69933788.8480305
1759,71197019.9338586,71111803.4995175
1760,68440662.3386934,68345001.9050151
1761,70951964.2797933,70861380.3141229
1762,69722822.2836688,69640473.3113443
1763,67651021.9385515,67590199.5171057
1764,69003164.8877953,68949152.5371718
1765,69668453.5855252,69603192.5349335
1766,69928990.5040012,69889601.5635553
1767,71263808.8791707,71191424.6953502
1768,70459576.5109954,70346082.0611069
1769,68853913.3678474,68768603.854642
1770,71273286.876738,71191849.9641616
1771,68968617.7487193,68872197.7407224
1772,70349596.9788962,70311796.1261376
1773,67946765.9682075,67820483.740772
1774,70924995.620086,70841418.9989867
1775,68680029.840132,68626513.0074739
1776,68482725.7096671,68417461.1596361
1777,69257310.8406098,69150736.1064097
1778,70639957.0005977,70522629.5151891
1779,71596243.8362151,71549439.5238061
1780,69196011.5358067,69115509.1806311
1781,66274988.2659155,66237806.3419168
1782,68708033.6381398,68618616.1213846
1783,69011403.8565957,68938483.0302828
1784,70373540.0959162,70287364.3213095
1785,69875986.7119365,69799985.7680977
1786,69588735.0179573,69516823.2631099
1787,68287219.8087138,68216212.1302054
1788,69637197.6209178,69599055.7631437
1789,69117499.6975668,69039130.4553338
1790,69577245.4654923,69526758.7567342
1791,69543736.453351,69439030.5855258
1792,69436079.0809396,69335257.3029397
1793,68703686.7677814,68607153.8963697
1794,69333293.5222519,69245921.8468012
1795,71802545.7177539,71740923.1131608
1796,70606796.4816738,70560637.5176057
1797,68271019.7977121,68200236.1313041
1798,68405692.2595211,68331520.701322
1799,68681156.5732671,68651755.316087
1800,68149887.6996971,68044066.8743214
1801,70631250.800958,70589437.4326376
1802,69252148.6243442,69212920.612167
1803,70550681.8117274,70463905.3953203
1804,69810669.1021955,69737018.3366641
1805,70160958.6821358,70047716.2767217
1806,70439589.8009782,70316755.4729313
1807,69918398.1369684,69856152.0204027
1808,71768585.7882919,71682973.9071559
1809,69944197.8156697,69865199.187954
1810,68192294.100993,68127382.2618551
1811,71007973.8175978,70917771.9303562
1812,69043415.9335877,68957924.0645324
1813,68882807.8776626,68803928.4819506
1814,71919049.2604732,71825575.4536501
1815,71650705.5718256,71613045.2793723
1816,71126528.8573975,71090126.6866366
1817,69241628.886203,69186137.1973169
1818,69758466.5491664,69678556.5936622
1819,70584411.3645258,70516538.3512309
1820,71835322.8204617,71765623.3066552
1821,72471673.6757787,72396895.8776615
1822,69758320.2083215,69707442.2650397
1823,69743733.073411,69638610.6790581
1824,69002615.2790583,68961778.9342266
1825,68982965.1716868,68925114.0681928
1826,69990616.9562316,69933345.5602176
1827,70859893.5754178,70783998.4841372
1828,69314645.1701615,69245891.3732333
1829,70253938.5876857,70210141.4771183
1830,72073065.7675127,72023308.1376338
1831,69069676.550585,69022766.8823517
1832,69230711.6962491,69152879.8795158
1833,71712374.407862,71641063.9553983
1834,69406055.3150316,69350160.0055171
1835,68997661.1738119,68952068.9713677
1836,71638913.5269976,71603054.3181836
1837,69038631.6209233,68981742.1393374
1838,67932551.0823298,67865322.508008
1839,68479409.6463416,68395397.973896
1840,70334812.7458787,70283749.5531818
1841,69924638.4962787,69826658.721136
1842,70138602.8555815,70033025.0418941
1843,73636983.8020329,73576164.3886447
1844,70152961.0556717,70082734.9232823
1845,68227298.2347774,68148333.1526378
1846,70759803.2353039,70646752.6520379
1847,69839578.1308452,69729186.6334461
1848,71289400.8090853,71219775.8564965
1849,65621955.5071204,65508573.056354
1850,69502632.8084154,69442809.5414314
1851,69131391.5610355,69071876.8094415
1852,70692987.9347126,70627750.1639666
1853,70896400.9022753,70780317.4787475
1854,69299703.8889368,69236609.9760808
1855,70114501.7830072,70047395.8824359
1856,70232922.219486,70205675.4430041
1857,69033006.9570133,68955425.7263131
1858,71081608.7721325,71009543.5172341
1859,70696124.9901133,70571303.1839396
1860,69727338.1703025,69671651.8561251
1861,69347520.3971226,69265779.268762
1862,72235831.6187034,72190983.7381143
1863,68679715.6179982,68563284.3221014
1864,69718880.9740402,69673632.4801175
1865,71389364.1027918,71298825.3808645
1866,69389549.5986109,69349850.2659238
1867,69765514.6461025,69696615.194977
1868,69898853.0414526,69834339.4599833
1869,68181088.2176118,68084386.4901995
1870,68825215.1079437,68775817.1758139
1871,69442232.5781072,69405468.8417152
1872,69482772.1858802,69450603.8370788
1873,69983235.125904,69888840.7635444
1874,69421723.0083096,69393816.4472676
1875,71834226.9825151,71792754.1692771
1876,68181556.6680781,68102994.1256118
1877,67305568.7100133,67213403.7218693
1878,71038426.4762691,70979190.2369537
1879,69832732.9399431,69769763.2169198
1880,70565368.1495844,70494028.6285648
1881,69000305.5640548,68948962.0816694
1882,71404166.484736,71326926.2175837
1883,67473147.9999712,67446741.3991348
1884,69346913.5588371,69264894.471319
1885,68728515.6624943,68663603.3205225
1886,70985080.4713475,70924528.0930555
1887,71064771.9908623,70989656.9894063
1888,70337043.9116436,70200528.6895837
1889,71145066.8391261,71056017.0391024
1890,71771294.4947498,71707210.5307832
1891,71857084.137222,71769264.6206414
1892,70635416.4416602,70539622.931031
1893,67196196.9772367,67155001.9959064
1894,69032586.4491013,68980205.4306061
1895,70052760.1570756,70000699.7173816
1896,68551300.5031544,68505730.4344413
1897,68696423.8085834,68637469.4364192
1898,70350029.3200598,70285707.6913856
1899,69156552.2163311,69086553.9499299
1900,69203490.3585937,69175938.4612871
1901,68013701.6060987,67955862.6394315
1902,69904230.3411444,69819625.3157173
1903,69806609.2688507,69724993.5644298
1904,69808423.0931939,69713859.3871268
1905,68739527.3503723,68621732.2791259
1906,70237580.475933,70173879.8822459
1907,69673762.8739759,69559443.2638407
1908,67364869.6004949,67284866.2395904
1909,69605607.7667105,69523884.3137801
1910,68595263.3977694,68532044.4252542
1911,69625491.6544807,69562675.7259354
1912,70007277.3984725,69940339.8251324
1913,71263324.7380089,71185783.6738994
1914,71211523.1604382,71169586.9040577
1915,68123397.6444938,68007479.9648583
1916,68823851.6272925,68733159.1175708
1917,71106962.7511433,71057380.7938867
1918,69776485.7551815,69719979.7421421
1919,70591163.196663,70530989.5857727
1920,69115826.7392823,69047509.9389393
1921,68667774.2219486,68598934.4214337
1922,69961709.5840197,69865641.0098171
1923,67398163.068092,67320032.0928053
1924,69790851.1287496,69747454.8392432
1925,69151074.9691172,69126547.5112672
1926,70568763.6122293,70481467.9594036
1927,70767933.9441821,70700025.8215864
1928,71221257.8054964,71177681.4073205
1929,69621731.8460601,69551802.6176322
1930,68758821.312119,68695004.0446311
1931,71217919.5115807,71127489.786339
1932,69467538.7216129,69407488.2987039
1933,69935712.8909296,69853956.2355815
1934,70225849.7547089,70146801.6007434
1935,70038492.4957899,69942751.1392352
1936,69536240.0090692,69421214.3620519
1937,68676145.9111988,68633041.1426404
1938,71345948.3638338,71295455.1207473
1939,71729681.8598394,71602721.523861
1940,67843202.8047938,67750131.0373951
1941,68787779.446296,68730845.2424623
1942,67123988.0088605,67031147.7751039
1943,71124004.7627338,71069030.3198922
1944,69358127.5265817,69262465.1120063
1945,70105393.7116856,70039638.3222662
1946,67833873.5251615,67751927.9899234
1947,67902396.2637158,67849343.817556
1948,69314885.7260506,69205973.5572533
1949,70231340.3307655,70156845.1331484
1950,70300915.3203798,70219903.9973467
1951,68920659.1485019,68874500.4652275
1952,68247247.6981843,68163792.1067969
1953,70070554.2281277,69999320.1495522
1954,69553635.934513,69466610.872723
1955,69327053.6809626,69228620.9368145
1956,67642002.6966186,67590924.9373356
1957,68104515.0543001,68055040.869446
1958,68682302.762535,68575137.9201331
1959,70731241.0836316,70633421.0156753
1960,71724862.5015004,71674802.9603894
1961,71400446.4073508,71312704.2180796
1962,69204244.603864,69119466.6052378
1963,71054443.3939134,70971094.5005459
1964,72174584.1101613,72098325.6846312
1965,68581496.3404594,68513203.2382791
1966,69065646.8495813,68999994.9260336
1967,68474090.9879674,68415486.9097724
1968,69208302.7585126,69131620.416865
1969,67636246.1838265,67585555.0013961
1970,71724774.3568688,71655785.3059476
1971,69680793.6017464,69581744.5798112
1972,68721179.7275956,68665618.1624735
1973,68667013.9082029,68585229.8449691
1974,67154150.4666569,67103968.3862206
1975,68897369.867568,68850454.7226183
1976,69486365.4177103,69413569.6040921
1977,69053793.0365582,68972096.8764583
1978,68839983.756274,68775820.650227
1979,69035143.0388402,68964564.1592165
1980,70163223.3244171,70118080.584315
1981,69685957.5213208,69594804.0627755
1982,68869926.0218706,68792468.1020243
1983,68637928.6780679,68576071.8754208
1984,70784243.2760019,70721369.1718456
1985,69227653.7306208,69180103.3613034
1986,69950978.9901049,69887909.5042001
1987,68250267.7849446,68169440.254174
1988,69217906.2210015,69130441.0885443
1989,70438063.303049,70373371.187633
1990,69000805.3019655,68878738.7439535
1991,69059427.3536993,68988208.1067928
1992,70076648.7780475,70014515.1263208
1993,68758616.3691921,68651006.9960666
1994,68712561.1461821,68695168.4089028
1995,71708388.5558947,71617965.822731
1996,70699892.0090131,70623746.7992502
1997,69466457.9830199,69400502.9732682
1998,71119542.6405646,71040363.2970534
1999,67044632.769771,66968448.4089614
2000,69875196.2246501,69838314.425821
2001,69307379.8984114,69207833.7270915
2002,69259441.0263917,69180701.7908905
2003,72503613.4073041,72459137.2062696
2004,70609862.564745,70571970.6520667
2005,70576619.9467201,70557533.6642935
2006,70275629.1882945,70207838.4567777
2007,69741929.8136381,69659966.7606623
2008,67122360.4201788,67041878.4805952
2009,67815225.4203012,67755590.6917111
2010,68728651.2186896,68678733.4138496
2011,71142037.7457646,71071462.4964485
2012,70323787.8888966,70199363.3256203
2013,68241747.2608182,68178921.4849996
2014,69222703.2454334,69122651.4938446
2015,69671660.0528455,69613737.3844624
2016,67501600.6746553,67438159.3654595
2017,69060951.0138288,68965671.9024659
2018,71255648.1552358,71205850.9720961
2019,70868431.9873901,70768579.0588538
2020,70049333.9750947,70013629.1978055
2021,68990142.3270778,68915163.9962549
2022,70449515.872115,70352341.5946345
2023,70137595.6782959,70025715.2295061
2024,70153134.7790145,70087500.1998939
2025,69818235.9447936,69748317.8728969
2026,69741583.362998,69633856.3276818
2027,70401718.4166541,70326464.3264171
2028,68939143.2291372,68870761.847192
2029,69796711.1977304,69728778.7801746
2030,68476223.1678438,68440453.9147584
2031,70276363.7600031,70207712.5858055
2032,70807576.6851536,70744349.1712883
2033,69156687.8133693,69034000.9451548
2034,69928464.9900808,69860283.8210621
2035,69873926.158634,69791442.7344298
2036,69335505.5339588,69262068.19888
2037,69525096.4128061,69443241.3356002
2038,69095073.795495,69008473.1609678
2039,69349441.1676299,69276380.575184
2040,68790813.8432098,68712054.008114
2041,70945983.9740227,70889678.2803056
2042,71869535.7441285,71837007.9125671
2043,68764681.8105553,68667510.0993953
2044,68581896.4367358,68560044.2991115
2045,68257637.897878,68202174.1809282
2046,68748200.7463389,68631559.3462525
2047,70624586.6845176,70579419.3776501
2048,71287062.6753976,71209357.4148933
2049,69795094.5019809,69734139.0089955
2050,69043992.6840955,68978662.1971271
2051,69489266.2159451,69401166.3182882
2052,69385078.2477752,69344265.052248
2053,71605244.0983803,71502129.6862188
2054,69119097.4666651,69020511.0034218
2055,68737825.832184,68651148.846908
2056,68459706.8375622,68408011.0552863
2057,69838185.2656417,69801342.3854097
2058,68518389.8700831,68454358.2286458
2059,69814261.4122501,69705800.3245658
2060,70840569.1906722,70757961.2011877
2061,70829979.8237236,70734099.0961734
2062,67900842.6241608,67836752.3698871
2063,71441633.7869193,71354700.296576
2064,69745987.5643963,69702340.5782522
2065,70980253.4354059,70880958.9993245
2066,69683993.8096034,69590987.9846935
2067,67482281.9595945,67393373.5927052
2068,69926368.5486859,69860090.5414558
2069,70266319.9757993,70188899.7066385
2070,70441121.7084582,70380136.4263936
2071,70661926.0645521,70599875.2201123
2072,68301244.6490803,68231471.5062038
2073,68332421.4949967,68290059.8815719
2074,69617933.2935087,69569586.0634984
2075,70386353.7325645,70304341.9420433
2076,70906336.3394902,70897380.6264298
2077,70236262.3580274,70185536.1425029
2078,70330111.8528623,70253933.9063002
2079,71368890.0992166,71297172.2359485
2080,66840706.9593621,66775650.5513884
2081,70214049.5552432,70164094.1729252
2082,70528070.2736126,70470037.9807295
2083,69334144.409134,69232446.1164519
2084,69300116.7749204,69229344.0812777
2085,70624992.7337597,70561167.5156403
2086,70228827.8137232,70150067.360444
2087,69295086.2136461,69204626.616182
2088,68459964.7876959,68389553.7922891
2089,69963451.7774219,69883299.345511
2090,68215631.7659408,68142511.2579638
2091,69923713.9778842,69873643.7491437
2092,68437256.1900579,68332843.3561785
2093,69651632.8275,69602445.1668504
2094,68413536.3072628,68384349.0287014
2095,68193198.8799214,68076748.9437784
2096,69465444.1744723,69445696.858189
2097,70750034.6292329,70638906.0992638
2098,68393617.4922217,68304998.1742569
2099,68819283.080531,68779915.808993
2100,67983792.5648227,67894959.8873831
2101,68915121.6634658,68810620.3798803
2102,71198244.8971129,71131037.4785612
2103,69969279.4649054,69892654.8944375
2104,67549011.6279354,67466789.1487353
2105,68808795.195287,68692330.8870103
2106,68517816.022895,68454269.1581288
2107,70391971.4799454,70363193.5183922
2108,71594854.3127147,71499859.7511426
2109,70655382.2701947,70581785.0479636
2110,71923400.1498724,71852484.417151
2111,70121914.2534405,70014913.211596
2112,71105386.2621174,71049272.8446462
2113,69155505.5102759,69057118.2723169
2114,68668297.9218299,68639209.9713127
2115,68751316.6593441,68641638.8171685
2116,68205921.6756588,68118866.97708
2117,71058231.4412273,71008287.5718824
2118,69822093.6962716,69822604.3429689
2119,69189963.9465332,69101295.7489643
2120,70303599.9432493,70161123.797268
2121,70246548.5435046,70163406.291514
2122,71037671.1427415,70971204.180187
2123,68235591.1837611,68169222.3843305
2124,70895980.1405083,70847505.2615934
2125,71197522.6603657,71125431.8366546
2126,71618241.7953313,71567316.2418181
2127,69243934.8608282,69179912.234172
2128,68901768.8427045,68838471.9248895
2129,69065696.9005006,69023593.9380567
2130,68365735.7308912,68283638.4765619
2131,69261815.3758672,69233305.2750441
2132,70431642.7194547,70314071.6554628
2133,70106650.0023204,70026942.6579686
2134,68314110.9999709,68257060.6241316
2135,66797751.2573183,66707710.4069608
2136,70640697.8059297,70592811.7058597
2137,69847160.1989961,69745761.8779565
2138,68157521.5154776,68063127.7367738
2139,69956759.4131257,69904819.6250534
2140,70576364.1674415,70531853.1324909
2141,68720060.7697603,68685629.7122727
2142,69914818.125383,69830122.2529612
2143,70678362.7208488,70616812.0266696
2144,69220494.5995554,69150109.8513713
2145,70590629.5498894,70496726.4258932
2146,69590604.2285508,69512446.2098395
2147,68061587.8222409,68028201.0457153
2148,68303897.3302336,68228460.8049734
2149,68136213.7230368,68038233.9388734
2150,67988058.7499208,67894260.896296
2151,69097549.7231931,69005408.8242773
2152,69880079.1999548,69799731.7358762
2153,71809356.2596381,71715299.308839
2154,69512848.7335815,69384062.3316219
2155,70282561.1889984,70187879.8763445
2156,67323356.8729804,67221250.372234
2157,71208078.8406055,71136625.7204795
2158,69250784.0106083,69161354.1042457
2159,68704274.8018186,68647980.5430495
2160,71486703.6079215,71422475.9841329
2161,69068089.9910439,69022402.3094006
2162,69904191.105513,69846233.6634142
2163,71534714.3570409,71442253.5306345
2164,68955673.0423154,68821390.9196027
2165,68583911.7114303,68516616.7971029
2166,70246855.7032163,70150898.6312604
2167,71959618.8759618,71892173.7201632
2168,70968135.7681666,70906540.4366436
2169,70528661.1599027,70436794.4535726
2170,70235939.9162692,70174492.991076
2171,70126652.9835185,70051968.6981549
2172,68523702.3918008,68453572.8360054
2173,69729863.894141,69677781.959366
2174,69142013.2907885,69074497.6203655
2175,68486504.1146364,68358445.8218247
2176,68691632.9821151,68628421.3739989
2177,68248371.0097691,68186606.31093
2178,69751755.1653587,69694689.4407378
2179,68229672.0206717,68176382.100639
2180,68780405.2572165,68687474.9572508
2181,70285104.7710163,70213446.6480388
2182,72051855.2749415,71980998.6224889
2183,68990417.4978046,68912552.2525891
2184,70271265.6989007,70165387.8609452
2185,68253932.9411881,68150968.3116969
2186,68983301.2280988,68946097.7184438
2187,69804659.8730356,69713028.1711423
2188,69677254.0647878,69625993.746977
2189,70777914.5326167,70683717.5839544
2190,69841012.3570515,69780929.3443765
2191,71878735.2466885,71815712.3286332
2192,69730930.5926106,69638298.0769658
2193,69777468.9888171,69715341.1774056
2194,68294452.8492379,68217962.2243785
2195,69725767.2392787,69677147.9326016
2196,66965271.6254991,66864916.5661142
2197,71028481.4392249,70944790.7905027
2198,67533620.4895417,67478759.0835934
2199,69847411.2547762,69737187.7627316
2200,70090658.1864534,70034536.8719299
2201,70249569.5804606,70172932.1938362
2202,69876280.3555585,69821127.9100908
2203,67322239.8245383,67241731.0354116
2204,69858806.0758906,69733945.5837369
2205,70199916.091724,70079159.0110645
2206,69397305.7007285,69334490.8352012
2207,69968421.1110354,69888359.9940073
2208,67337362.9577462,67246286.4726226
2209,69879260.5503428,69784866.07456
2210,67806547.5289126,67725063.8462545
2211,70339077.6269013,70291941.5324788
2212,68485780.4124759,68432048.9636078
2213,68501185.6359516,68453970.1976493
2214,68548687.809019,68476162.9730545
2215,69164074.1844785,69097841.4869665
2216,70577829.5753244,70536728.2879393
2217,69082542.913504,68982221.1568512
2218,68088254.3024848,68026591.4292684
2219,70189305.9012861,70107740.5513861
2220,71291638.2630228,71205792.196182
2221,70481390.5668893,70435221.2083162
2222,71533831.6913198,71456859.5964629
2223,67971045.796449,67864877.7508846
2224,70752388.8610357,70651665.3472977
2225,69939954.0922384,69851201.236782
2226,68743397.8524248,68643804.1227032
2227,69963048.2818626,69886549.6032035
2228,70842843.9255676,70742586.7750133
2229,68806534.624161,68722763.9251229
2230,70030441.6103734,69944040.6427422
2231,69630324.2653766,69608080.8354763
2232,70675021.695169,70636114.0301778
2233,70423574.7421113,70351478.2800552
2234,68988484.4952646,68929221.8594159
2235,69471955.1115593,69433675.1326686
2236,68037321.8889465,68002769.5522131
2237,70642793.6133692,70572095.0857617
2238,68732127.187843,68694413.5395427
2239,66555242.651853,66496535.960817
2240,69337861.5012648,69311915.0155489
2241,70553086.0769748,70478821.5081065
2242,69472086.5822644,69420777.7655206
2243,68322733.8208144,68261805.5887813
2244,68958851.5800257,68886662.7447117
2245,69774675.2489215,69726662.6523727
2246,70588903.9542274,70512526.3395443
2247,70568473.0923737,70477639.4795612
2248,70941148.2080102,70926274.5727765
2249,68401766.4945838,68351980.2406963
2250,67489184.9905777,67422407.2537579
2251,70263447.9143263,70196235.5066742
2252,69413748.8829955,69352039.8594566
2253,69725851.8912579,69661512.4991705
2254,71313664.7000289,71256987.6033649
2255,69492316.5500496,69444563.2796317
2256,69949962.5357377,69899495.2678245
2257,70021753.9730372,69983357.0876737
2258,69695683.345563,69627404.716111
2259,68854505.4148723,68781179.9441716
2260,70827685.5413462,70714862.223881
2261,70200041.4081017,70123529.4370068
2262,68227467.1536713,68169075.4502624
2263,68412369.9017847,68347933.4110722
2264,70418217.3513629,70372925.9628939
2265,70838682.1899242,70797015.0720591
2266,70412809.0521969,70315401.641115
2267,67405452.9049282,67364788.6239634
2268,69732514.191844,69682140.4724741
2269,69330849.1619702,69243989.2328378
2270,68854051.0113619,68772369.2192252
2271,68411360.3310869,68328521.533522
2272,69261978.8675245,69146557.5843012
2273,68764530.1281246,68670537.620701
2274,70564770.5555397,70524535.0285212
2275,71562125.1635964,71477306.8892386
2276,70926373.6023375,70849127.6918135
2277,71268146.0977076,71232120.3044189
